,이름,리뷰 내용
14229,띵크커피,"
          카드 리더기가 고장나서 한참을 기다리게 한 곳. 스페니쉬 라떼를 마셨는데 에스프레소에 연유가 들어간 라떼란다. 근데... 생각보다 이도저도 아니었다. 차라리 확 달달하든가 아님 연유를 고급지게 쓰던가. 시럽 넣은 라떼스럽다. 비싼 값은 하지 못하는 듯.
        "
14230,띵크커피,대한민국 먹슐랭 가이드!
14231,띵크커피,망고플레이트 앱 바로가기
14232,띵크커피,"

"
14233,띵크커피,망고플레이트 최신 버전 앱에서사용할 수 있는 기능입니다.
14234,띵크커피,"
      망고플레이트 최신 버전 앱에서 사용할 수 있는 기능입니다.
    "
14235,띵크커피,
14236,띵크커피,리뷰를 삭제하시겠습니까?
14237,띵크커피,"Eat, Share, Be Happy."
14238,띵크커피,"

        망고플레이트 페이스북 계정으로 바로가기
      

        망고플레이트 인스타그램 계정으로 바로가기
      
"
14239,띵크커피,"

          한국어
        

          English
        

          简体中文
        
"
14240,띵크커피,"
          
          ㈜ 여기어때컴퍼니서울특별시 강남구 봉은사로 479, 479타워 11층대표이사: 정명훈사업자 등록번호: 742-86-00224 [사업자정보확인]통신판매업 신고번호: 2017-서울강남-01779고객센터: 02-565-5988
© 2021 MangoPlate Co., Ltd. All rights reserved.
"
14241,띵크커피,최근 검색어가 없습니다.
14242,띵크커피,"
          내가 둘러 본 식당이 이 곳에 순서대로 기록됩니다.
        "
14243,띵크커피,격하게 가고싶다..
14244,띵크커피,"
          식당의 ‘별’ 아이콘을 누르면 가고싶은 곳을 쉽게 저장할 수 있습니다.
        "
14245,띵크커피,탈퇴한 계정은 복구가 불가능합니다.탈퇴 하시겠습니까?
14246,띵크커피,
14247,띵크커피,"
        전체 동의
      "
14248,띵크커피,"
      망고플레이트 서비스 이용을 위해 다음의 약관에 동의해 주세요.
    "
14249,띵크커피,로그인
14250,띵크커피,"
       로그인 하면 가고싶은 식당을 저장할 수 있어요
      "
14251,띵크커피,"

페이스북으로 계속하기


카카오톡으로 계속하기


Apple로 계속하기

"
14252,띵크커피,"
Mangoplate

"
14253,띵크커피,
14254,띵크커피,"
            translation missing: ko.app_download_layer.description
          "
14255,띵크커피,* IOS 버전은 준비 중입니다.
14256,띵크커피,* Android 버전은 준비 중입니다.
14257,상하이포차,"
                    사진 더보기
                    
"
14258,상하이포차,"
                    사진 더보기
                    
"
14259,상하이포차,"
                    사진 더보기
                    
"
14260,상하이포차,"
                    사진 더보기
                    
"
14261,상하이포차,"
                    사진 더보기
                    
"
14262,상하이포차,
14263,상하이포차,가고싶다
14264,상하이포차,"
        할인된 가격으로인기 메뉴를맛볼 수 있는 기회!
      "
14265,상하이포차,"
                업데이트
                : 2018. 10. 11
              "
14266,상하이포차,"
          양이 상당히 많은 술집이었어요. 여자 세명이서 요리 하나만 시켜도 넉넉하게 먹을 수 있습니다. 저희는 난자완스 주문했는데 맛있게 먹었어요. 옆 테이블에서는 탕수육을 주문했는데 정말 산더미처럼 나오는 걸 보고 깜짝 놀랐네요. 저렴한 가격에 배불리 드시고 싶다면 추천드립니다. 다만 한가지 아쉬운 점이 있다면 청도맥주가 시원하지는 않았네요. 포차이니만큼 주류 메뉴에도 신경을 좀 더 기울이셨다면 좋았을 것 같네요
        "
14267,상하이포차,"
          유린기/ 배고파서 그런지 조리시간이 생각보다 걸렸지만 그만한 가치가 있었다. 처음에 튀김이 바삭하고 뜨거워서 맛있는 온도가 무엇인지 이제야 알게 되었다. 소스는 간장베이스 같고, 위에 다진 파, 고추 이런 것 때문에 느끼함이 덜했다. 시간이 지나면서 밑의 소스 때문에 눅눅해지지만 그건 그거대로 맛있었다. 고기도 부드러운 편이다.처음 나올 때 바삭한 튀김을 잊을 수가 없다.물만두/ 내가 ‘인터넷 마켓에서 월급 들어오면 사야지’라고 생각한 만두와 똑같아서 당황;; 그래도 맛있다. 만두피가 쫀득하고. 둘이서 음식 두 개 먹기엔 양이 많은데 메인 1,사이드 1 시킬 때 무난하게 먹기 좋다.사람이 진짜 많다.재방문 의사: 모든 메뉴 섭렵
        "
14268,상하이포차,"
          나는 테라스나 루프탑같이 바깥바람을 좋아함(물론 너무 더울땐 말고). 포스빌 지하에있는 상하이포차는 다른 곳과 다르게 밖에서 먹을 수 있다는 점이 큰 장점. 튀김옷을 싫어해서 보통 탕이나 고추잡채나 양장피를 시키는데 맛은 나쁘지않음. 가성비도 괜찮고. 한가지 아쉬운건 사이드메뉴가 딱히 없어서 적은양으로 추가메뉴 시킬땐 선택권이 없는 집.
        "
14269,상하이포차,"
          #팔보채예전부터 여기 진짜괜찮다고 얘기 많이 들었는데 이제야 가봤어요ㅋㅋㅋ 진짜 대만족이네요. 가격이며 양이며 맛이며 모든게 최고.... 고를 수 있는 안주도 다양하고 가성비 진짜 최곱니다아아아 술집인데 왠만한 중식집보다 맛있는듯.... 앞으로 신도림에서 술머글땐 이 집 1차로갈래요ㅋㅋ
        "
14270,상하이포차,"
          탕수육에 소주 조합이 기가 막히게 잘 어울리는 집. 인테리어도 붉은 톤으로 화사해서 술자리에 더욱 잘 어울립니다.
        "
14271,상하이포차,"
          항상 인기가많고 그럴만한 곳. 안주가 뭘먹어도 맛있다. 신도림역에서 가는길이 쪼꼼 멀지만 일부러 찾아간다. 보통 술집가면 안주에 돈아끼는 나지만 여긴 정말 냐미냐미~근데 크림새우는 소스가 요거트?같아서 걔만 쫌 호불호 갈렸었다.
        "
14272,상하이포차,대한민국 먹슐랭 가이드!
14273,상하이포차,망고플레이트 앱 바로가기
14274,상하이포차,"

"
14275,상하이포차,망고플레이트 최신 버전 앱에서사용할 수 있는 기능입니다.
14276,상하이포차,"
      망고플레이트 최신 버전 앱에서 사용할 수 있는 기능입니다.
    "
14277,상하이포차,
14278,상하이포차,리뷰를 삭제하시겠습니까?
14279,상하이포차,"Eat, Share, Be Happy."
14280,상하이포차,"

        망고플레이트 페이스북 계정으로 바로가기
      

        망고플레이트 인스타그램 계정으로 바로가기
      
"
14281,상하이포차,"

          한국어
        

          English
        

          简体中文
        
"
14282,상하이포차,"
          
          ㈜ 여기어때컴퍼니서울특별시 강남구 봉은사로 479, 479타워 11층대표이사: 정명훈사업자 등록번호: 742-86-00224 [사업자정보확인]통신판매업 신고번호: 2017-서울강남-01779고객센터: 02-565-5988
© 2021 MangoPlate Co., Ltd. All rights reserved.
"
14283,상하이포차,최근 검색어가 없습니다.
14284,상하이포차,"
          내가 둘러 본 식당이 이 곳에 순서대로 기록됩니다.
        "
14285,상하이포차,격하게 가고싶다..
14286,상하이포차,"
          식당의 ‘별’ 아이콘을 누르면 가고싶은 곳을 쉽게 저장할 수 있습니다.
        "
14287,상하이포차,탈퇴한 계정은 복구가 불가능합니다.탈퇴 하시겠습니까?
14288,상하이포차,
14289,상하이포차,"
        전체 동의
      "
14290,상하이포차,"
      망고플레이트 서비스 이용을 위해 다음의 약관에 동의해 주세요.
    "
14291,상하이포차,로그인
14292,상하이포차,"
       로그인 하면 가고싶은 식당을 저장할 수 있어요
      "
14293,상하이포차,"

페이스북으로 계속하기


카카오톡으로 계속하기


Apple로 계속하기

"
14294,상하이포차,"
Mangoplate

"
14295,상하이포차,
14296,상하이포차,"
            translation missing: ko.app_download_layer.description
          "
14297,상하이포차,* IOS 버전은 준비 중입니다.
14298,상하이포차,* Android 버전은 준비 중입니다.
14299,뒤뜰,"
                    사진 더보기
                    
"
14300,뒤뜰,"
                    사진 더보기
                    
"
14301,뒤뜰,"
                    사진 더보기
                    
"
14302,뒤뜰,"
                    사진 더보기
                    
"
14303,뒤뜰,"
                    사진 더보기
                    
"
14304,뒤뜰,
14305,뒤뜰,가고싶다
14306,뒤뜰,"
        할인된 가격으로인기 메뉴를맛볼 수 있는 기회!
      "
14307,뒤뜰,"
                업데이트
                : 2017. 12. 26
              "
14308,뒤뜰,"
          감자도리의 여섯번째 후기⭐️ 여기는 광명으로 놀러갔다가 돌아오는 길에 갔던 소고기&장어 맛집이에용, 하지만 우리는 장어한상 (35900원)+ 상차림비 (1인3000원) 주문했어요, 통실한 놈이 나왔어요. 1kg인데 손질다하면 500g 정도인데 둘이먹기 괜찮았어요!웨이팅엄청 길어서 예약하고 가는거 추천해요, 저는 40분 정도 기다렸어요, 야채랑 소스 셀프라 많이먹을 수있어서 좋았어요, 가성비가 진짜 좋은집이에요.나오는 길에 장어랑 눈이 마주쳤어요. 장어야 고마워,,......
        "
14309,뒤뜰,"
          가성비 있는데, 노들길옆이라 교통이 좀 불편함맘 먹고 장어랑 소고기 먹으러 갈만함
        "
14310,뒤뜰,"
          오랜만에 갔더니 메뉴구성과 분위기가 좀 바뀌었다. 5월 31일에 리모델링도 한다고 했으니 뭔가 변화를 추구한 듯. 전에는 장어와 고기가 분리된 밥상(메뉴구성)이었는데 지금은 뒤뜰한상(69900원)을 시켜서 장어와 고기가 한꺼번에 시키거나 장어를 1인분씩 시키거나 선택권이 두가지다. (물론 식사 단품은 따로 있다. 가족단위일 경우) 우리 가족은 장어로 올인했는데 기분탓인지 장어도 좀더 실했음. 초벌되어서 나와 굽는데 오래 안 걸린 것도 좋았고(전에는 우리가 구웠다) 아무래도 식당 운영 컨설팅을 받은 것 같다.
        "
14311,뒤뜰,"
          7.5/10 기운충전을 위해서는 장어구이만한 것도 없는 것 같아요~ 부모님이랑 같이 찾은 뒤뜰!장어가 미리 초벌이 되어나와서 손쉽게 구워 먹을 수 있어 편리했어요. 비린내가 깔끔하게 잡혀있었고, 장어를 잘모르지만 살도 옹골차게 차있어 맛있었어요. 찬도 다양하게 나와 명이나물, 파김치, 생강, 장어소스등 나름 다양한 조합으로 먹어볼 수 있었습니다.전혀 기대없이 찾았는데, 깨끗하게 관리되었던 식당, 좋은 장어의 질과 맛. 가격은 좀 높긴해도 전반적으로 만족했습니당:) +대중교통 타고 오기엔 위치가 의외로 외진편이니 자가용으로 오시는걸 추천합니다!
        "
14312,뒤뜰,"
          만삭 최후의 만찬이라서 친정아버지가 사주셨다. 사실 이전에는 장어 맛있는줄 몰랐는데 여기 와서 장어에 빠졌다. 은근히 손이 계속 가서 어마어마하게 먹고오게된다. 장어의 질도, 양념 맛도 부족함이 없음. 외진 곳에 있어도 다들 찾아가서 항상 대기가 길다.
        "
14313,뒤뜰,"""식사부터 커피까지 책임질게요!"""
14314,뒤뜰,"
장어
                    
"
14315,뒤뜰,대한민국 먹슐랭 가이드!
14316,뒤뜰,망고플레이트 앱 바로가기
14317,뒤뜰,"

"
14318,뒤뜰,망고플레이트 최신 버전 앱에서사용할 수 있는 기능입니다.
14319,뒤뜰,"
      망고플레이트 최신 버전 앱에서 사용할 수 있는 기능입니다.
    "
14320,뒤뜰,
14321,뒤뜰,리뷰를 삭제하시겠습니까?
14322,뒤뜰,"Eat, Share, Be Happy."
14323,뒤뜰,"

        망고플레이트 페이스북 계정으로 바로가기
      

        망고플레이트 인스타그램 계정으로 바로가기
      
"
14324,뒤뜰,"

          한국어
        

          English
        

          简体中文
        
"
14325,뒤뜰,"
          
          ㈜ 여기어때컴퍼니서울특별시 강남구 봉은사로 479, 479타워 11층대표이사: 정명훈사업자 등록번호: 742-86-00224 [사업자정보확인]통신판매업 신고번호: 2017-서울강남-01779고객센터: 02-565-5988
© 2021 MangoPlate Co., Ltd. All rights reserved.
"
14326,뒤뜰,최근 검색어가 없습니다.
14327,뒤뜰,"
          내가 둘러 본 식당이 이 곳에 순서대로 기록됩니다.
        "
14328,뒤뜰,격하게 가고싶다..
14329,뒤뜰,"
          식당의 ‘별’ 아이콘을 누르면 가고싶은 곳을 쉽게 저장할 수 있습니다.
        "
14330,뒤뜰,탈퇴한 계정은 복구가 불가능합니다.탈퇴 하시겠습니까?
14331,뒤뜰,
14332,뒤뜰,"
        전체 동의
      "
14333,뒤뜰,"
      망고플레이트 서비스 이용을 위해 다음의 약관에 동의해 주세요.
    "
14334,뒤뜰,로그인
14335,뒤뜰,"
       로그인 하면 가고싶은 식당을 저장할 수 있어요
      "
14336,뒤뜰,"

페이스북으로 계속하기


카카오톡으로 계속하기


Apple로 계속하기

"
14337,뒤뜰,"
Mangoplate

"
14338,뒤뜰,
14339,뒤뜰,"
            translation missing: ko.app_download_layer.description
          "
14340,뒤뜰,* IOS 버전은 준비 중입니다.
14341,뒤뜰,* Android 버전은 준비 중입니다.
14342,행운의집,"
                    사진 더보기
                    
"
14343,행운의집,"
                    사진 더보기
                    
"
14344,행운의집,"
                    사진 더보기
                    
"
14345,행운의집,"
                    사진 더보기
                    
"
14346,행운의집,"
                    사진 더보기
                    
"
14347,행운의집,
14348,행운의집,가고싶다
14349,행운의집,"
        할인된 가격으로인기 메뉴를맛볼 수 있는 기회!
      "
14350,행운의집,"
                업데이트
                : 2019. 8. 21
              "
14351,행운의집,"
          기본기 만점 돈까스
        "
14352,행운의집,"
          안심 돈까스 8000원가츠동 7500원안심이라 부드럽고 바삭 촉촉하니 맛있었다라스트오더시간은8시이므로 이전에 방문해야함
        "
14353,행운의집,"
          히레가스 2개와 토핑으로 로스가스 하나를 주문했다.저번에 쓴 리뷰가 있으므로 간단하게..역시 맛이 한결같다. 가성비 훌륭하지만 고기가 좀더 두꺼웠으면 좋겠다고 생각한다 ㅠㅜ일본에서는 로스가스가 맛있다고 느꼈는데 여기는 히레가 맛있다. 심지어 일본 히레가스보다 맛있다고 느낌 ㅋㅋㅋㅋㅋ히레가스는 두꺼웠으면 하고, 로스는 끝에 지방이 있었으면 좋겠다고 생각했다. 요즘에는 돈가스를 완전히 익히지 않는 곳도 있는데 생각해보시면 좋을듯! 지금도 맛있지만!이쪽에서 가장 맛있는 돈가스집이 어디냐고 물어보면 무조건 이곳이다.브레이크 타임만 조심하시길!무척이나 친절하시고 맛도 좋다. 좀더 가까웠으면 더 자주 갔을듯 ㅠㅜ새로운 메뉴인 삼겹살 덮밥도 맛있다고 한다.재방문 의사 85
        "
14354,행운의집,"
          구로구 맛집으로 꽤 유명한 행운의 집.2호점인지 1호점이 이전한 것인지 모르겠다브레이크 타임이 있다. 시작 시간은 모르겠지만 5시 반까지가격- 6천원-만원 정도. 돈가스 종류가 맛있다! 주로 많이 시키는 히레가스 7천원서비스- 친절하시다. 뭔가 싶은 메뉴이름은 여쭤보세요분위기- 이전하기 전의 분위기가 더 좋다ㅠ(소소한 일본식당 느낌) 지금은 훨씬 넓어졌지만 그 소소한 분위기는 사라졌다 ㅠㅜ가려면 꽤 걷거나 버스를 타고 가서 또 걸어야하지만 그래도 가는 곳!7천원의 가격에 육즙있는 부드러운 돈가스를 먹을 수 있다. 예전에는 돈가스 하면 사보텐이였는데 맛도 떨지지않는데 가성비까지 따지면 행운의 집을 갈수밖에 없다장국, 깍두기, 단무지 같은건 셀프바에서!나는 그것도 모르고 계산할때 보고 알았다 ㅠㅜ로스가스는 진짜 '고기'를 먹는 듯하게 단백질이 느껴진다. 히레가스보다 두툼하고 기름기가 없어서 씹는 맛도 더 있는편히레가스는 부드럽다. 육즙도 있는 편이라서 빨리 먹게 된다... 아쉬워...로스가스도 맛있지만 대중적으로 히레가스를 추천한다
        "
14355,행운의집,"
돈까스
                    
"
14356,행운의집,대한민국 먹슐랭 가이드!
14357,행운의집,망고플레이트 앱 바로가기
14358,행운의집,"

"
14359,행운의집,망고플레이트 최신 버전 앱에서사용할 수 있는 기능입니다.
14360,행운의집,"
      망고플레이트 최신 버전 앱에서 사용할 수 있는 기능입니다.
    "
14361,행운의집,
14362,행운의집,리뷰를 삭제하시겠습니까?
14363,행운의집,"Eat, Share, Be Happy."
14364,행운의집,"

        망고플레이트 페이스북 계정으로 바로가기
      

        망고플레이트 인스타그램 계정으로 바로가기
      
"
14365,행운의집,"

          한국어
        

          English
        

          简体中文
        
"
14366,행운의집,"
          
          ㈜ 여기어때컴퍼니서울특별시 강남구 봉은사로 479, 479타워 11층대표이사: 정명훈사업자 등록번호: 742-86-00224 [사업자정보확인]통신판매업 신고번호: 2017-서울강남-01779고객센터: 02-565-5988
© 2021 MangoPlate Co., Ltd. All rights reserved.
"
14367,행운의집,최근 검색어가 없습니다.
14368,행운의집,"
          내가 둘러 본 식당이 이 곳에 순서대로 기록됩니다.
        "
14369,행운의집,격하게 가고싶다..
14370,행운의집,"
          식당의 ‘별’ 아이콘을 누르면 가고싶은 곳을 쉽게 저장할 수 있습니다.
        "
14371,행운의집,탈퇴한 계정은 복구가 불가능합니다.탈퇴 하시겠습니까?
14372,행운의집,
14373,행운의집,"
        전체 동의
      "
14374,행운의집,"
      망고플레이트 서비스 이용을 위해 다음의 약관에 동의해 주세요.
    "
14375,행운의집,로그인
14376,행운의집,"
       로그인 하면 가고싶은 식당을 저장할 수 있어요
      "
14377,행운의집,"

페이스북으로 계속하기


카카오톡으로 계속하기


Apple로 계속하기

"
14378,행운의집,"
Mangoplate

"
14379,행운의집,
14380,행운의집,"
            translation missing: ko.app_download_layer.description
          "
14381,행운의집,* IOS 버전은 준비 중입니다.
14382,행운의집,* Android 버전은 준비 중입니다.
14383,채선당,"
                    사진 더보기
                    
"
14384,채선당,"
                    사진 더보기
                    
"
14385,채선당,"
                    사진 더보기
                    
"
14386,채선당,"
                    사진 더보기
                    
"
14387,채선당,"
                    사진 더보기
                    
"
14388,채선당,구로디지털점
14389,채선당,가고싶다
14390,채선당,신선한 친환경 채소와 고기를 제공하는 샤브샤브 전문점
14391,채선당,"
        할인된 가격으로인기 메뉴를맛볼 수 있는 기회!
      "
14392,채선당,"
                업데이트
                : 2020. 7. 6
              "
14393,채선당,신선한 친환경 채소와 고기를 제공하는 샤브샤브 전문점
14394,채선당,"
          채선당은 기본맛보장이 되니까 맛있어요구디점은 고기쿠폰이 있어서 쿠폰때문에 자주 이용합니다~물론 쿠폰의 고기양은 작습니다ㅎㅎ그래도 없는것보다 있는게 더 좋으니까요~
        "
14395,채선당,"
          채선당은 어딜가도 무난무난! 맛있다. 샤브샤브는 재료만 신선하면 대체로 다 맛있는 듯. 
        "
14396,채선당,"
          뭐 프렌치이점 거기에서 거기 종업원이 좀 그래 휴지 꺼내높으면 집얺음 종원원 위주 식당
        "
14397,채선당,"
"
14398,채선당,"""식사부터 커피까지 책임질게요!"""
14399,채선당,"
아이와함께
                    
채식메뉴
                    
"
14400,채선당,대한민국 먹슐랭 가이드!
14401,채선당,망고플레이트 앱 바로가기
14402,채선당,"

"
14403,채선당,망고플레이트 최신 버전 앱에서사용할 수 있는 기능입니다.
14404,채선당,"
      망고플레이트 최신 버전 앱에서 사용할 수 있는 기능입니다.
    "
14405,채선당,
14406,채선당,리뷰를 삭제하시겠습니까?
14407,채선당,"Eat, Share, Be Happy."
14408,채선당,"

        망고플레이트 페이스북 계정으로 바로가기
      

        망고플레이트 인스타그램 계정으로 바로가기
      
"
14409,채선당,"

          한국어
        

          English
        

          简体中文
        
"
14410,채선당,"
          
          ㈜ 여기어때컴퍼니서울특별시 강남구 봉은사로 479, 479타워 11층대표이사: 정명훈사업자 등록번호: 742-86-00224 [사업자정보확인]통신판매업 신고번호: 2017-서울강남-01779고객센터: 02-565-5988
© 2021 MangoPlate Co., Ltd. All rights reserved.
"
14411,채선당,최근 검색어가 없습니다.
14412,채선당,"
          내가 둘러 본 식당이 이 곳에 순서대로 기록됩니다.
        "
14413,채선당,격하게 가고싶다..
14414,채선당,"
          식당의 ‘별’ 아이콘을 누르면 가고싶은 곳을 쉽게 저장할 수 있습니다.
        "
14415,채선당,탈퇴한 계정은 복구가 불가능합니다.탈퇴 하시겠습니까?
14416,채선당,
14417,채선당,"
        전체 동의
      "
14418,채선당,"
      망고플레이트 서비스 이용을 위해 다음의 약관에 동의해 주세요.
    "
14419,채선당,로그인
14420,채선당,"
       로그인 하면 가고싶은 식당을 저장할 수 있어요
      "
14421,채선당,"

페이스북으로 계속하기


카카오톡으로 계속하기


Apple로 계속하기

"
14422,채선당,"
Mangoplate

"
14423,채선당,
14424,채선당,"
            translation missing: ko.app_download_layer.description
          "
14425,채선당,* IOS 버전은 준비 중입니다.
14426,채선당,* Android 버전은 준비 중입니다.
14427,가원양꼬치,"
                    사진 더보기
                    
"
14428,가원양꼬치,"
                    사진 더보기
                    
"
14429,가원양꼬치,"
                    사진 더보기
                    
"
14430,가원양꼬치,"
                    사진 더보기
                    
"
14431,가원양꼬치,"
                    사진 더보기
                    
"
14432,가원양꼬치,
14433,가원양꼬치,가고싶다
14434,가원양꼬치,"
        할인된 가격으로인기 메뉴를맛볼 수 있는 기회!
      "
14435,가원양꼬치,"
                업데이트
                : 2017. 6. 5
              "
14436,가원양꼬치,"
          나만 알고 싶은 맛집이에요 ㅋㅋ 오리지널 중국 음식집에 친절하신 사장님이 운영하셔요! 양고기를 많이 먹어본 타입이지만 여긴 진짭니다! ㅋㅋ 주문은 양꼬치,뚜린,지삼선 요렇게 시키시면 후회없어요!! 
        "
14437,가원양꼬치,"
          우선 꼬치류는 초벌해서 주시고꼬치 종류도 다양했어요겉에서 보기에는 맛집같이 안생겼는데 정말 숨은 맛집이에요양도 엄청많이 주시고 고기 퀄리티도 정말 좋았어요여태까지 가본 양꼬치집 중에 손에 꼽을정도네요서비스로 물만두랑 샐러드도 주시구요
"
14438,가원양꼬치,"
양고기
                    
"
14439,가원양꼬치,대한민국 먹슐랭 가이드!
14440,가원양꼬치,망고플레이트 앱 바로가기
14441,가원양꼬치,"

"
14442,가원양꼬치,망고플레이트 최신 버전 앱에서사용할 수 있는 기능입니다.
14443,가원양꼬치,"
      망고플레이트 최신 버전 앱에서 사용할 수 있는 기능입니다.
    "
14444,가원양꼬치,
14445,가원양꼬치,리뷰를 삭제하시겠습니까?
14446,가원양꼬치,"Eat, Share, Be Happy."
14447,가원양꼬치,"

        망고플레이트 페이스북 계정으로 바로가기
      

        망고플레이트 인스타그램 계정으로 바로가기
      
"
14448,가원양꼬치,"

          한국어
        

          English
        

          简体中文
        
"
14449,가원양꼬치,"
          
          ㈜ 여기어때컴퍼니서울특별시 강남구 봉은사로 479, 479타워 11층대표이사: 정명훈사업자 등록번호: 742-86-00224 [사업자정보확인]통신판매업 신고번호: 2017-서울강남-01779고객센터: 02-565-5988
© 2021 MangoPlate Co., Ltd. All rights reserved.
"
14450,가원양꼬치,최근 검색어가 없습니다.
14451,가원양꼬치,"
          내가 둘러 본 식당이 이 곳에 순서대로 기록됩니다.
        "
14452,가원양꼬치,격하게 가고싶다..
14453,가원양꼬치,"
          식당의 ‘별’ 아이콘을 누르면 가고싶은 곳을 쉽게 저장할 수 있습니다.
        "
14454,가원양꼬치,탈퇴한 계정은 복구가 불가능합니다.탈퇴 하시겠습니까?
14455,가원양꼬치,
14456,가원양꼬치,"
        전체 동의
      "
14457,가원양꼬치,"
      망고플레이트 서비스 이용을 위해 다음의 약관에 동의해 주세요.
    "
14458,가원양꼬치,로그인
14459,가원양꼬치,"
       로그인 하면 가고싶은 식당을 저장할 수 있어요
      "
14460,가원양꼬치,"

페이스북으로 계속하기


카카오톡으로 계속하기


Apple로 계속하기

"
14461,가원양꼬치,"
Mangoplate

"
14462,가원양꼬치,
14463,가원양꼬치,"
            translation missing: ko.app_download_layer.description
          "
14464,가원양꼬치,* IOS 버전은 준비 중입니다.
14465,가원양꼬치,* Android 버전은 준비 중입니다.
14466,생어거스틴,"
                    사진 더보기
                    
"
14467,생어거스틴,"
                    사진 더보기
                    
"
14468,생어거스틴,"
                    사진 더보기
                    
"
14469,생어거스틴,"
                    사진 더보기
                    
"
14470,생어거스틴,"
                    사진 더보기
                    
"
14471,생어거스틴,구로지밸리몰점
14472,생어거스틴,가고싶다
14473,생어거스틴,"
        할인된 가격으로인기 메뉴를맛볼 수 있는 기회!
      "
14474,생어거스틴,"
                업데이트
                : 2020. 3. 9
              "
14475,생어거스틴,"
          아는 맛
        "
14476,생어거스틴,"
          뿌팟 봉 커리는 부드럽게 튀겨진 게를 커리소스로 요리했는데 첫 맛은 좋으나 먹을수록 느끼할 수 있어서  세트메뉴인 왕새우 팟타이를 함께 먹으면 좋다. 팟타이가 매콤해서 커리의 느끼함을 잡아준다. 나시고랭은 한국인 입맛에 잘 맞는 해물 볶음밥같고 의외로 살짝 매콤하다. 쌀국수로 따뜻한 국물을 더해주니 매콤함을 덜어주었다.전체적으로 가격이 있는만큼 양도 푸짐하고 만족스러웠으나 격식을 차려야 하는 모임이 아니라면 다른 타이 음식점에서 더 저렴하게 먹는걸 추천한다.
        "
14477,생어거스틴,"
          유명한 뿌팟봉 커리 먹으러 가아끔 가는 생어거스틴. 가끔 먹을때 처음 한 입이 제일 맛있다. 내 입맛엔 좀 짜고 먹을수록 느끼해서 많이 못먹음.. 생어거스틴은 두 곳 가봤는데 여기가 좀 더 느끼한 것 같음
        "
14478,생어거스틴,"
지밸리몰
                    
"
14479,생어거스틴,대한민국 먹슐랭 가이드!
14480,생어거스틴,망고플레이트 앱 바로가기
14481,생어거스틴,"

"
14482,생어거스틴,망고플레이트 최신 버전 앱에서사용할 수 있는 기능입니다.
14483,생어거스틴,"
      망고플레이트 최신 버전 앱에서 사용할 수 있는 기능입니다.
    "
14484,생어거스틴,
14485,생어거스틴,리뷰를 삭제하시겠습니까?
14486,생어거스틴,"Eat, Share, Be Happy."
14487,생어거스틴,"

        망고플레이트 페이스북 계정으로 바로가기
      

        망고플레이트 인스타그램 계정으로 바로가기
      
"
14488,생어거스틴,"

          한국어
        

          English
        

          简体中文
        
"
14489,생어거스틴,"
          
          ㈜ 여기어때컴퍼니서울특별시 강남구 봉은사로 479, 479타워 11층대표이사: 정명훈사업자 등록번호: 742-86-00224 [사업자정보확인]통신판매업 신고번호: 2017-서울강남-01779고객센터: 02-565-5988
© 2021 MangoPlate Co., Ltd. All rights reserved.
"
14490,생어거스틴,최근 검색어가 없습니다.
14491,생어거스틴,"
          내가 둘러 본 식당이 이 곳에 순서대로 기록됩니다.
        "
14492,생어거스틴,격하게 가고싶다..
14493,생어거스틴,"
          식당의 ‘별’ 아이콘을 누르면 가고싶은 곳을 쉽게 저장할 수 있습니다.
        "
14494,생어거스틴,탈퇴한 계정은 복구가 불가능합니다.탈퇴 하시겠습니까?
14495,생어거스틴,
14496,생어거스틴,"
        전체 동의
      "
14497,생어거스틴,"
      망고플레이트 서비스 이용을 위해 다음의 약관에 동의해 주세요.
    "
14498,생어거스틴,로그인
14499,생어거스틴,"
       로그인 하면 가고싶은 식당을 저장할 수 있어요
      "
14500,생어거스틴,"

페이스북으로 계속하기


카카오톡으로 계속하기


Apple로 계속하기

"
14501,생어거스틴,"
Mangoplate

"
14502,생어거스틴,
14503,생어거스틴,"
            translation missing: ko.app_download_layer.description
          "
14504,생어거스틴,* IOS 버전은 준비 중입니다.
14505,생어거스틴,* Android 버전은 준비 중입니다.
14506,우월소곱창,"
                    사진 더보기
                    
"
14507,우월소곱창,"
                    사진 더보기
                    
"
14508,우월소곱창,"
                    사진 더보기
                    
"
14509,우월소곱창,"
                    사진 더보기
                    
"
14510,우월소곱창,"
                    사진 더보기
                    
"
14511,우월소곱창,
14512,우월소곱창,가고싶다
14513,우월소곱창,"
        할인된 가격으로인기 메뉴를맛볼 수 있는 기회!
      "
14514,우월소곱창,"
                업데이트
                : 2021. 3. 30
              "
14515,우월소곱창,"
          마늘곱창으로 유명한 곳이에요. 곱창안에 곱이 아닌 다진마늘이 엄청 많이 들어가있는데 마늘을 별로 안좋아하는데도 곱창+마늘 조합이 너무 맛있더라구요. 인기가 많아서 저녁타임에는 대기가 있을정도에요. 특히나 볶음밥은 양도 엄청 많고 진짜진짜 맛있습니다! 맥주 한잔하기 너무 좋아요. 서비스로 나오는 꽃게탕도 굿입니다.
        "
